公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
长兴制药股份有限公司,湖州市,2.38亿,3621.99万,2015-12-30,中成药生产,成品药销售、医药中间体销售
江苏凯基生物技术股份有限公司,南京市,1.00亿,638.02万,2016-01-13,生物药品制造,生物试剂及相关产品、技术服务
厦门华亿传媒集团股份有限公司,厦门市,2586.34万,-242.83万,2016-01-06,广告业,书刊编制印发、广告宣传业务、商务咨询业务、展览展陈业务
上海春风物流股份有限公司,上海市,--,--,2016-01-20,道路货物运输,仓配销一体化服务、即时承运
翰林汇信息产业股份有限公司,北京市,319.32亿,2.72亿,2015-12-29,计算机、软件及辅助设备批发,ICT产品分销、数字化零售、综合服务
北京梅珑体育文化股份有限公司,北京市,341.45万,-113.63万,2015-12-31,体育组织,代理推广
吉林省节水灌溉发展股份有限公司,长春市,2.12亿,-2.25亿,2015-12-30,水源及供水设施工程建筑,节水灌溉工程、节水灌溉设备、管材
陕西中科纳米材料股份有限公司,安康市,4921.19万,-443.83万,2016-01-13,化学试剂和助剂制造,纳米氧化锌
成都鹏业软件股份有限公司,成都市,9637.64万,2099.21万,2016-01-04,软件开发,智慧物业、智慧造价、智慧工地
河南正旭科技股份有限公司,焦作市,2415.23万,474.26万,2015-12-29,有色金属铸造,毛坯铸造、模具、机械加工
北京力尊信通科技股份有限公司,北京市,5.58亿,3828.38万,2016-01-18,软件开发,应用交付产品、技术服务
天津市金鼎线材制品科技开发股份有限公司,天津市,2660.87万,460.95万,2016-01-04,金属丝绳及其制品制造,产品销售、技术服务
山东联通人力资源服务股份有限公司,烟台市,1.96亿,4.11万,2016-01-06,劳务派遣服务,劳务派遣、劳动事务代理、劳务外包、代理招聘、咨询管理服务
内蒙古澳菲利食品股份有限公司,巴彦淖尔市,9.09亿,3138.03万,2016-01-07,牲畜屠宰,"冷鲜羊肉系列,速冻羊肉系列"
无锡市东杨新材料股份有限公司,无锡市,3.77亿,4441.01万,2016-01-04,其他有色金属压延加工,镍带
东莞宇球电子股份有限公司,东莞市,5.59亿,-2941.61万,2016-01-04,电子元件及组件制造,消费电子类、汽车电子类、通信电子类
安徽和正农牧股份有限公司,淮北市,--,--,2016-01-18,鸭的饲养,种蛋、商品鸭苗
甘肃人为峰药业股份有限公司,兰州市,5.06亿,3373.18万,2016-01-04,西药批发,中药材(国限品种除外)、中药饮片、中成药、化学原料药、抗生素原料药、化学药制剂、抗生素制剂、生物制品(除疫苗)、第二类医疗器械
北京七维健康科技股份公司,北京市,8704.23万,215.55万,2015-12-30,医疗用品及器材批发,高效银系列、卡波姆系列、壳聚糖系列、眼贴系列、银离子系列、技术服务、医疗器械耗材、生理性海水、手套、纳米银、葡聚糖
安徽泓毅汽车技术股份有限公司,芜湖市,--,--,2016-01-21,汽车零部件及配件制造,汽车零部件
麦克传感器股份有限公司,宝鸡市,--,--,2016-01-21,工业自动控制系统装置制造,传感器、变送器
南京云创大数据科技股份有限公司,南京市,4.77亿,6578.06万,2021-08-26,数据处理和存储服务,大数据智能处理、大数据智能存储
杭州得润宝油脂股份有限公司,杭州市,1.01亿,15.55万,2016-01-21,专项化学用品制造,润滑脂、润滑油、添加剂、金属加工液
苏州龙的信息系统股份有限公司,苏州市,4662.01万,-530.68万,2016-01-04,软件开发,技术服务、技术开发、硬件、软件、文化服务
河北凯成包装股份有限公司,衡水市,--,--,2016-01-04,卫生材料及医药用品制造,PVC硬片、出租固定资产、销售边角料
浙江华瑞信息资讯股份有限公司,杭州市,5025.06万,1428.54万,2016-01-12,互联网信息服务,咨询服务、撮合服务
上瑞控股股份有限公司,芜湖市,1.15亿,4161.68万,2016-01-04,其他未列明金融业,利息及综合费、管理咨询费
苏州金禾新材料股份有限公司,苏州市,2.51亿,1160.84万,2016-01-06,光电子器件及其他电子器件制造,功能性薄膜片、导光板、冲压片、干衣柜
西安极众智能科技股份有限公司,西安市,8616.90万,-1026.64万,2016-01-19,应用电视设备及其他广播电视设备制造,智能终端、多媒体4K信息通讯智能终端、智能家庭网关、技术合作及ODM、备品备件销售、及售后维修、房屋租赁、智慧照明
安徽广博机电制造股份有限公司,淮北市,--,--,2015-12-31,微电机及其他电机制造,电机
成都九瑞数科智能科技股份有限公司,成都市,--,--,2016-01-05,互联网零售,系统集成、软件开发及服务、手机销售
浙江康安融资租赁股份有限公司,嘉兴市,7225.62万,4047.76万,2016-01-19,建筑工程机械与设备租赁,融资租赁业务
上海华创自动化工程股份有限公司,上海市,7598.27万,1029.23万,2016-01-11,信息系统集成服务,系统集成、备品备件、技术服务
无锡舜阳新能源科技股份有限公司,无锡市,94.69万,-745.94万,2016-01-06,特种陶瓷制品制造,太阳能坩埚
广东百华科技股份有限公司,东莞市,1402.24万,-23.13万,2016-01-08,纺织品、针织品及原料批发,技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广、互联网销售（除销售需要许可的商品）、广告设计、代理、广告制作、广告发布
河北立格新材料科技股份有限公司,保定市,--,--,2016-01-20,非织造布制造,针刺毡、新材料、汽车
苏州东奇信息科技股份有限公司,苏州市,30.79万,-303.25万,2016-01-15,通信系统设备制造,软件产品、工业与民用产品、军工产品
江苏南瓷绝缘子股份有限公司,镇江市,6444.63万,268.76万,2016-01-11,特种陶瓷制品制造,铁路绝缘子、电力绝缘子、外贸绝缘子
北京帕克国际工程咨询股份有限公司,北京市,1.60亿,4419.21万,2016-01-15,工程管理服务,监理服务、工程咨询及项目管理
中科迈德(武汉)科技股份有限公司,武汉市,--,--,2016-01-06,互联网信息服务,快销商品、信息产品、医疗器械与耗材
浙江盈亿机械股份有限公司,绍兴市,3539.47万,8.60万,2016-01-06,制冷、空调设备制造,储液器、分离器、果树修剪机、空调、布料
上海赛孚燃料检测股份有限公司,上海市,3668.80万,299.94万,2016-01-06,质检技术服务,检验检测
浙江金网信息产业股份有限公司,宁波市,1.29亿,1966.21万,2016-01-07,信息系统集成服务,硬件商品销售、软件产品销售、软件开发及技术服务、系统集成
辽宁鑫众科技股份有限公司,铁岭市,2.28亿,503.43万,2016-01-15,矿山机械制造,塔筒、掘进机、容器
厦门艾美森新材料科技股份有限公司,厦门市,--,--,2016-01-14,塑料薄膜制造,包装耗材、设备、气袋
北京科创数联科技股份有限公司,北京市,99.84万,-742.68万,2016-01-05,节能技术推广服务,产品买卖供货服务
北京量邦信息科技股份有限公司,北京市,122.36万,78.38万,2016-01-06,数据处理和存储服务,技术服务
西安格润牧业股份有限公司,西安市,3.74亿,5120.34万,2016-01-06,蛋品加工,蛋品、饲料、鸡蛋干、咸鸭蛋、松花蛋
江西百通能源股份有限公司,南昌市,7.89亿,8029.25万,2016-01-07,热力生产和供应,蒸汽、电力
芜湖广尔纳新材料科技股份有限公司,芜湖市,7178.79万,260.41万,2016-01-11,其他塑料制品制造,PP包装材料、电子类胶粘材料、设备租赁
广东紫丁香实业股份有限公司,中山市,1.92亿,21.54万,2016-01-08,日用玻璃制品制造,自制玻璃器皿销售、“七彩丁香”连锁
北京腾信软创科技股份有限公司,北京市,1.74亿,2323.17万,2016-01-11,软件开发,定制化开发、人月定量开发
辽宁德善药业股份有限公司,鞍山市,2156.12万,-60.61万,2016-01-06,中成药生产,参花消渴茶、祛浊茶、胶囊剂
浙江国友通讯科技股份有限公司,杭州市,914.34万,-3.59万,2016-01-13,通信系统设备制造,防爆通讯、系统及设备、LED屏及监控系统、贴片业务
泰州市榕兴医疗用品股份有限公司,泰州市,6375.76万,559.27万,2016-01-12,卫生材料及医药用品制造,医用功能性生物敷料
大连连城数控机器股份有限公司,大连市,20.40亿,3.31亿,2020-07-27,光伏设备及元器件制造,单晶炉、线切设备、磨床、硅片处理设备、氩气回收装置
武汉东江菲特科技股份有限公司,武汉市,8008.84万,-1116.77万,2016-01-15,汽车零部件及配件制造,电磁阀、电机控制阀、功能部件、机械阀、塑料电器、液压系统及附件、离合器
上海瀚联医疗技术股份有限公司,上海市,--,--,2016-01-13,医疗用品及器材批发,医疗用品及器械
深圳三扬轴业股份有限公司,深圳市,7451.26万,794.69万,2016-01-11,金属结构制造,汽车后视镜马达轴、振动马达轴、无人机马达转轴、输出轴、高速电机轴、流量阀轴
北京虹博基因医疗科技股份有限公司,北京市,2359.48万,-229.40万,2016-01-11,医疗用品及器材批发,胶片类、试剂类
成都联帮医疗科技股份有限公司,成都市,2.06亿,1273.02万,2016-01-12,其他医疗设备及器械制造,安装工程、制氧机销售、销售材料、维修
常州华福环境科技股份有限公司,常州市,3524.39万,-376.58万,2016-01-06,其他合成纤维制造,PTFE(聚四氟乙烯)基布、PTFE长丝、PTFE针刺毡、高性能100%PTFE短纤维、分散树脂、房屋租赁
苏州丰年科技股份有限公司,苏州市,1.09亿,546.11万,2016-01-07,电子元件及组件制造,电器连接器、电缆组件
苏州常乐铜业股份有限公司,苏州市,--,--,2016-01-07,有色金属合金制造,黄铜材、环保铜、铁棒、铜丝
上海延华生物科技股份有限公司,上海市,2890.86万,330.55万,2016-01-12,饲料加工,饲料销售
深圳爱玩网络科技股份有限公司,深圳市,1.13亿,-868.89万,2016-01-07,互联网信息服务,自运营游戏、联运游戏、技术服务费、广告、游戏软件
北京中冷物流股份有限公司,北京市,1.81亿,-19.49万,2016-01-21,道路货物运输,运输、仓储
北京世纪中彩视频传媒技术股份有限公司,北京市,1.03亿,307.47万,2016-01-07,广告业,视频业务、商品销售
北京禄智科技股份有限公司,北京市,--,--,2016-01-07,节能技术推广服务,节电保护产品、技术咨询服务、云平台服务
上海盛世荣恩医疗投资管理集团股份有限公司,上海市,9521.20万,-2106.07万,2016-01-12,专科医院,美容整形外科、牙科
浙江百事宝电器股份有限公司,丽水市,1.84亿,3803.54万,2016-01-12,配电开关控制设备制造,液压电磁断路器、高压直流接触器
浙江铂澜商业经营管理股份有限公司,杭州市,--,--,2016-01-12,其他未列明商务服务业,租赁业务、物业管理业务
北京万家天能新能源股份有限公司,北京市,111.60万,-363.48万,2016-01-07,光伏设备及元器件制造,电池组件、工程、能源管理、农牧、材料
国泰人防防护设备股份有限公司,扬州市,8185.57万,-632.44万,2016-01-19,社会公共安全设备及器材制造,人防门、防化产品
杭摩新材料集团股份有限公司,湖州市,19.39亿,7715.08万,2016-01-12,初级形态塑料及合成树脂制造,酚醛树脂
意天物联网股份(上海)有限公司,上海市,5.55亿,1004.47万,2016-01-12,货物运输代理,国际货物运输代理
内蒙古佰惠生新农业科技股份有限公司,赤峰市,13.42亿,686.35万,2016-01-14,制糖业,绵白糖及白砂糖、颗粒粕、糖蜜、小包装精品糖、加工糖及原糖贸易、酵母及提取物、仓储服务、农机、运输服务
上海唐年实业股份有限公司,上海市,9507.67万,-706.62万,2016-02-24,其他未列明批发业,自主品牌产品、代理品牌产品
江苏鼎泰药物研究股份有限公司,南京市,--,--,2016-01-08,医学研究和试验发展,临床前研究服务、房租、临床试验服务
衢州龙威新材料股份有限公司,衢州市,2.94亿,602.24万,2016-01-21,塑料薄膜制造,地板膜、天花膜、白膜、篷布、发泡革
苏州海德新材料科技股份有限公司,苏州市,2.36亿,1772.79万,2016-01-15,金属结构制造,隔震支座及组件、桥梁支座及组件、伸缩缝系列、轨道交通支座及组件
安徽艾瑞德农业装备股份有限公司,芜湖市,3328.91万,-71.66万,2016-01-15,机械化农业及园艺机具制造,电动圆形喷灌机、平移式喷灌机、卷盘式喷灌机、水肥药联合植保机、平移机施肥系统
广东锐捷安全技术股份有限公司,广州市,1.13亿,-716.12万,2016-01-08,社会公共安全设备及器材制造,灭火产品、防护用品、项目、检测服务
上海翔川网络科技股份有限公司,上海市,--,--,2016-01-19,旅行社服务,旅游产品业务、旅游网络平台服务业务
上海绿联智能科技股份有限公司,上海市,1.61亿,-501.29万,2016-01-08,其他电子设备制造,"IOT智能硬件、物联系统软件及相关开发服务"""
武汉中科水生环境工程股份有限公司,武汉市,2.44亿,3015.13万,2016-02-02,水污染治理,工程施工、工程设计、运营维护
北京中通网络通信股份有限公司,北京市,509.56万,67.90万,2016-01-14,其他电信服务,讯服务、软件开发、技术服务费
浙江凯丰新材料股份有限公司,衢州市,7.85亿,8173.43万,2016-01-12,机制纸及纸板制造,特种纸
西安金源电气股份有限公司,西安市,3637.67万,-2654.14万,2016-01-11,其他未列明电气机械及器材制造,线路产品、变电产品、技术服务、传感器类
北京非凡影界文化传媒股份有限公司,北京市,1.27亿,-1817.64万,2016-01-13,电影和影视节目制作,影视设备租赁及后期制作
江苏海天微电子股份有限公司,镇江市,2.01亿,-582.37万,2016-01-21,光伏设备及元器件制造,接线盒、连接器、电缆线、护角
湖北戈碧迦光电科技股份有限公司,宜昌市,4.34亿,4996.51万,2016-01-19,光学玻璃制造,光学玻璃、光学元件
中机洛阳精密装备科技股份有限公司,洛阳市,--,--,2016-01-11,轴承制造,轴承、压机
大连佳秀百隆新材料股份有限公司,大连市,9146.65万,185.28万,2016-01-11,涂料制造,木器漆
江西恒玖时利电传动系统股份有限公司,赣州市,3660.30万,-823.10万,2016-01-18,其他传动部件制造,新能源汽车电传动系统、特种作业平台、新能源汽车租赁、新能源汽车销售、研学服务、应急救援设备系列
湖南博海新材料股份有限公司,长沙市,--,--,2016-01-07,其他非金属矿物制品制造,金刚石合成柱、金刚石混合粉、磁流变流体
福建钢泓金属科技股份有限公司,龙岩市,8960.78万,11.30万,2016-01-11,其他金属制日用品制造,厨柜、板材、受托加工
汇尔杰新材料科技股份有限公司,襄阳市,1.97亿,4071.43万,2016-01-15,玻璃纤维及制品制造,网格布、粗纱、短切纱、玻纤毡、玄武岩制品
北京微卓科技股份有限公司,北京市,7182.64万,2607.40万,2016-01-14,软件开发,即开型/全业务彩票运营服务、彩票全业务管理系统服务
洛阳秦汉精工股份有限公司,洛阳市,6426.29万,116.95万,2016-01-14,锻件及粉末冶金制品制造,高压电气零配件、汽车/新能源汽车零部件、核电厂零配件
浙江隆源环境科技股份有限公司,杭州市,1.03亿,1355.58万,2016-01-12,环境保护专用设备制造,压滤机设备、配件、增强聚丙烯
上海走客网络科技股份有限公司,上海市,--,--,2016-01-22,旅游管理服务,旅游定制服务、旅游非定制服务、超级行程单业务
东阳元一传媒股份有限公司,金华市,512.19万,-3273.45万,2016-01-14,电影和影视节目制作,联合摄制执行制片方、联合摄制非执行制片方、制作服务、广告植入
吐鲁番火焰山旅游股份公司,吐鲁番市,859.31万,84.72万,2016-01-22,游览景区管理,景区门票、摊位租赁
北京二十一世纪威克传媒股份有限公司,北京市,939.32万,-2248.85万,2016-01-22,电影和影视节目发行,电视剧、电影、制作费
江苏镇江建筑科学研究院集团股份有限公司,镇江市,2.86亿,4339.52万,2016-01-21,质检技术服务,工程咨询和技术服务、检验检测服务、绿色建材销售
中关村至臻环保股份有限公司,山南市,1.01亿,346.94万,2016-01-12,水污染治理,环境咨询业务、工程业务、托管运营业务、商品销售业务
上海牛帆数据科技股份有限公司,上海市,512.23万,-795.38万,2016-01-15,广告业,服务
北京迈思汇智科技股份有限公司,北京市,630.55万,-68.48万,2016-01-18,信息系统集成服务,集成、硬件、技术服务
北京呈天网络科技股份有限公司,北京市,1.75亿,3192.30万,2016-01-08,互联网信息服务,网络游戏
浙江彦林网络科技股份有限公司,温州市,1.35亿,1414.86万,2016-01-19,其他未列明商务服务业,鞋类产品
神角智能科技股份有限公司,上海市,1479.50万,-32.92万,2016-01-21,社会经济咨询,通讯设备销售、高校传媒
安徽伏斯特智能科技股份有限公司,马鞍山市,766.48万,-643.86万,2016-01-21,其他通用设备制造业,智能燃气、自动化工程、润滑油、仪器仪表设备
许昌金科资源再生股份有限公司,许昌市,8978.87万,-1.03亿,2016-01-21,城乡市容管理,建筑垃圾清运服务、再生产品
中大建设股份有限公司,南昌市,43.97亿,6414.07万,2016-01-12,房屋建筑业,房屋建筑工程施工、市政工程施工、装饰工程施工
安徽协诚实业股份有限公司,芜湖市,2.28亿,-208.33万,2016-01-14,金属结构制造,钣金配件、钢结构配件及工程
唯优印象(北京)国际文化传媒股份有限公司,北京市,1392.62万,-907.58万,2016-01-20,电影和影视节目制作,影视制作、娱乐营销、投资出品
南京易司拓电力科技股份有限公司,南京市,--,--,2016-01-15,电工仪器仪表制造,嵌入式产品、电力技术开发、产品运维
上海手乐电子商务股份有限公司,上海市,--,--,2016-01-11,其他互联网服务,烘培蛋糕
天津铸金科技开发股份有限公司,天津市,1.23亿,1167.35万,2016-01-19,有色金属合金制造,合金粉体材料
福建哥仑步户外用品股份有限公司,福州市,--,--,2016-01-12,机织服装制造,户外体育用品、服装、箱包、鞋帽、袜、手套、帐篷、睡袋、沙滩桌椅、登山器材
北京新视野国际旅行社股份有限公司,北京市,1979.14万,-2988.33万,2016-01-19,旅行社服务,旅游、康养及相关服务
神木德林荣泽能源运营股份有限公司,榆林市,29.26亿,3671.35万,2016-01-14,煤炭及制品批发,煤炭销售、物流服务、平台服务
山东百丞税务服务股份有限公司,济南市,8156.73万,2126.94万,2016-01-11,会计、审计及税务服务,税务咨询服务、税务培训服务
山东清之光新材料股份有限公司,烟台市,--,--,2016-01-15,其他非金属加工专用设备制造,精密多线切割设备、晶体行业非标自动化设备
北京光音网络发展股份有限公司,北京市,1.19亿,-5099.82万,2016-01-11,互联网信息服务,营销服务、品牌农品销售
北京殷图网联科技股份有限公司,北京市,9079.30万,801.32万,2020-07-27,信息系统集成服务,电力变电站远程综合监控系统
海南林恒制药股份有限公司,海口市,4038.64万,-1429.11万,2016-01-14,化学药品制剂制造,羟苯磺酸钙分散片、阿魏酸派嗪片、螺旋藻胶囊、双唑泰阴道泡腾片、氟康唑胶囊
浙江湖州威达集团股份有限公司,湖州市,1.38亿,577.91万,2016-01-15,棉纺纱加工,本色纱、色纺纱
天津华翼蓝天科技股份有限公司,天津市,4277.13万,168.91万,2016-02-02,航空、航天相关设备制造,飞行模拟设备、工程模拟设备、科普飞行体验设备
合肥金太阳能源科技股份有限公司,合肥市,1.41亿,9178.82万,2016-01-13,太阳能发电,太阳能发电
西安雅荷易生活科技股份有限公司,西安市,1.01亿,1315.53万,2016-01-14,物业管理,物业管理费、餐饮服务、家政服务、景观绿化、保安服务、工程服务、养老服务
宏祥新材料股份有限公司,德州市,2.24亿,-2302.95万,2016-01-08,其他非家用纺织制成品制造,土工膜、排水网、排水板、土工布、格室、格栅、复合土工膜
北京东晨联创科技股份有限公司,北京市,8412.14万,1159.17万,2016-01-12,信息系统集成服务,系统集成、技术服务、BIM系统集成、BIM技术服务、自制软件产品
福建云巢信息科技股份有限公司,泉州市,617.63万,-40.56万,2016-01-15,电气安装,建筑安装、技术服务
上海捷林工业科技股份有限公司,上海市,3.00亿,1671.18万,2016-01-26,塑料薄膜制造,工程机械设备、高空作业、移树机
天津君宇科技股份有限公司,天津市,2052.23万,149.09万,2016-01-13,泵及真空设备制造,螺杆泵以及相关配套设备
鹰潭市亨得利金属材料股份有限公司,鹰潭市,--,--,2016-01-07,其他有色金属压延加工,金属眼镜框丝、有色金属丝线
厦门航天思尔特机器人系统股份公司,厦门市,3.91亿,3479.41万,2016-01-15,其他专用设备制造,机器人应用集成系统、单体机器人系统、配件
江苏国信复合材料科技股份有限公司,无锡市,1.31亿,-361.83万,2016-01-12,塑料人造革、合成革制造,聚氯乙烯人造革、聚氨酯合成革
广东七洲科技股份有限公司,广州市,913.79万,43.55万,2016-01-13,软件开发,七洲黑匣子文档安全管理软件销售及技术维护、七洲知识库管理系统销售及服务、移动终端安全产品销售及服务、黑匣子主机加固系统销售及服务、七洲安全U盘管控系统销售及服务、水印显示及防截屏软件销售及服务、第三方产品销售
江苏正通电子股份有限公司,苏州市,9313.18万,1656.76万,2016-01-12,汽车零部件及配件制造,电控件、电连接、结构件、配电盒
内蒙古额尔敦羊业股份有限公司,呼和浩特市,3.89亿,1051.35万,2016-01-11,牲畜屠宰,羊肉产品、牛肉产品、熟食产品、调味料
北京中宇万通科技股份有限公司,北京市,1.19亿,3388.70万,2016-01-11,软件开发,商用密码及安全应用系统、安全解决方案及相关硬件、技术开发及服务
天津市旭辉恒远塑料包装股份有限公司,天津市,1.92亿,329.35万,2016-01-08,塑料丝、绳及编织品制造,塑料编织袋、纸塑编织袋、集装袋、材料销售、口罩、防护服
深圳康美生物科技股份有限公司,深圳市,1.57亿,28.64万,2016-01-14,生物药品制造,体外诊断试剂、仪器销售、技术服务、检测服务
浙江广翰科技集团股份有限公司,杭州市,1656.29万,-1990.21万,2016-01-15,大气污染治理,工业烟气脱硫、脱硝环保服务
宁波万盛智能科技股份有限公司,宁波市,3.36亿,1237.22万,2016-01-14,微电机及其他电机制造,电机、轴芯、塑机
奥捷科技股份有限公司,武汉市,1194.99万,-340.90万,2016-01-13,其他建筑材料制造,销售材料、建筑安装
辽宁兴润金控投资股份有限公司,盘锦市,--,--,2016-01-12,担保服务,担保业务、小额贷款业务、典当业务、咨询业务
广东瑞兴医药股份有限公司,佛山市,2.72亿,4535.01万,2016-01-12,西药批发,分销业务、配送业务、商品房销售
福利斯特森林电气设备贸易(上海)股份有限公司,上海市,9142.99万,428.98万,2016-01-28,电气设备批发,压缩机、冷冻机
上海延庆环保科技股份有限公司,上海市,--,--,2016-01-20,环境保护专用设备制造,环保成套设备及配件、水处理成套设备及配件、环保自动化控制系统设计
福建毅宏游艇股份有限公司,厦门市,9465.39万,521.90万,2016-02-22,娱乐船和运动船制造,游艇、游船
成都欧美克石油科技股份有限公司,成都市,1.06亿,1324.77万,2016-01-11,石油和天然气开采辅助活动,带料施工技术服务及产品销售、技术服务
新疆海科现代电子科技股份有限公司,乌鲁木齐市,--,--,2016-01-12,家用电器批发,冰箱、空调、冷柜、洗衣机、其他
北京中科国通环保工程技术股份有限公司,北京市,1.48亿,650.07万,2016-01-11,固体废物治理,设备销售、污泥处理、药剂、技术服务、技术开发、建造合同、环卫一体化
吉林永丰食品股份有限公司,吉林市,--,--,2016-01-22,其他未列明农副食品加工,玉米、大豆
泰维能源集团股份有限公司,济南市,7631.16万,162.46万,2016-03-23,燃气生产和供应业,电力、热力、燃气、水
华晋天下(北京)传媒股份公司,北京市,4.11亿,190.44万,2016-01-12,互联网信息服务,广告
江苏诺泰澳赛诺生物制药股份有限公司,连云港市,6.44亿,1.09亿,2016-01-21,生物药品制造,CDMO/CMO业务、技术服务(CRO)与转让、原料药及中间体、制剂
鸿鑫互联科技(北京)股份有限公司,北京市,1150.75万,-1.24亿,2016-01-19,建筑装饰业,销售产品、工程施工
北京安科兴业科技股份有限公司,北京市,9870.26万,1115.13万,2016-01-18,工业自动控制系统装置制造,设备及备件、技术服务、材料销售
机科发展科技股份有限公司,北京市,4.13亿,3573.69万,2016-01-15,其他专用设备制造,智能高端制造装备、智能环保设备
华闽南配集团股份有限公司,南平市,2.63亿,241.33万,2016-01-25,内燃机及配件制造,活塞/活塞销/活塞环、电子垃圾桶
河北爱度生物科技股份有限公司,张家口市,1101.17万,-252.62万,2016-01-14,食用植物油加工,亚麻籽油、蚕豆
北京景典传媒科技股份有限公司,北京市,--,--,2016-01-12,旅游管理服务,广告、度假产品
爱侣健康科技股份有限公司,湖州市,--,--,2016-04-26,其他未列明制造业,健慰器产品、私密护理产品
郑州贝斯兰德实业股份有限公司,郑州市,791.14万,-186.34万,2016-01-12,机织服装制造,女裤、牛仔帆布包、电器、充电桩
无锡富瑞德测控仪器股份有限公司,无锡市,3744.36万,-656.22万,2016-01-14,工业自动控制系统装置制造,非标产品、测量机、影像仪、运费、材料销售
湖北固润科技股份有限公司,荆门市,3.28亿,6554.55万,2016-01-29,化学试剂和助剂制造,光引发剂FMT、光引发剂TPO、光引发剂XBPO、光引发剂其他
杭州创达环境科技股份有限公司,宁波市,0.0000,-119.26万,2016-01-12,水污染治理,环境工程服务、环境技术咨询服务、家居环保智能化产品、户外用品
大连俊宏防护科技股份有限公司,大连市,5103.54万,800.44万,2016-01-12,针织或钩针编织服装制造,工作服装、普通服装、面料
吉林省云上汽车股份有限公司,长春市,--,--,2016-01-18,其他未列明商务服务业,汽车销售综合服务业务、汽车传媒类业务
微积分创新科技(北京)股份有限公司,北京市,1.25亿,373.81万,2016-01-18,其他互联网服务,微积分营销及数据采集服务、物联网相关物料制作、SAAS技术服务、数字营销制作、技术开发
山东瑞朗医药股份有限公司,青岛市,11.29亿,1733.86万,2016-01-29,西药批发,药品、医疗器械、保健品、日用品食品、房屋出租及服务费
吉林加一健康产业股份有限公司,长春市,--,--,2016-01-18,其他未列明农副食品加工,人参种植、初级人参原料、人参深加工产品
上海筑想信息科技股份有限公司,上海市,1302.80万,-2057.10万,2016-01-18,数据处理和存储服务,CPA、标准咨询
吉林正业生物制品股份有限公司,吉林市,2.14亿,4554.55万,2016-01-28,兽用药品制造,猪类疫苗、禽类疫苗
上海鸠申文化传播股份有限公司,上海市,1.34亿,47.17万,2016-01-18,广告业,精准体验营销服务、精准派样服务
浙江港龙新材料股份有限公司,嘉兴市,9.78亿,5005.55万,2016-02-01,篷、帆布制造,PVC夹网布、车身贴、PET广告材料、软膜、印刷膜、纺织布
福建鸿志兴股份有限公司,南平市,--,--,2016-01-21,纸和纸板容器制造,纸箱、纸板
无锡优拓信息技术股份有限公司,南京市,52.02万,-44.05万,2016-01-19,软件开发,手机游戏
泰州友润电子科技股份有限公司,泰州市,--,--,2016-01-21,半导体分立器件制造,引线框架
江苏奥迪康医学科技股份有限公司,镇江市,3155.41万,913.90万,2016-01-19,医疗诊断、监护及治疗设备制造,销售仪器、销售试剂及耗材、租金
深圳市欢乐动漫股份有限公司,深圳市,--,--,2016-01-13,电影和影视节目制作,动漫电视剧、动漫电影、幼教资源视频、动漫衍生品
新疆德美隆新材料股份有限公司,乌鲁木齐市,--,--,2016-01-18,初级形态塑料及合成树脂制造,塑料功能化、改性化学制品
黄石晨信光电股份有限公司,黄石市,--,--,2016-01-26,光电子器件及其他电子器件制造,插芯类、连接器类、衰减器类、其他光器件类、材料销售
立晶高科(江苏)股份有限公司,徐州市,0.0000,-25.00万,2016-02-03,广告业,玻璃制品
武汉德宝装备股份有限公司,武汉市,4112.15万,-993.32万,2016-01-19,其他通用设备制造业,焊接项目、涂胶项目
福建省百川资源再生科技股份有限公司,泉州市,4.14亿,2878.10万,2016-01-28,非金属废料和碎屑加工处理,涤纶丝、涤纶布、拉链、熔喷无纺布、聚酯切片、拉头
安庆联动属具股份有限公司,安庆市,2.66亿,1873.00万,2016-03-17,生产专用车辆制造,侧移器、夹类属具、运输成本
安徽骏马新材料科技股份有限公司,阜阳市,4.82亿,1652.58万,2016-01-21,其他专用化学产品制造,红丹
苏州林华医疗器械股份有限公司,苏州市,7.73亿,1.86亿,2016-04-08,医疗诊断、监护及治疗设备制造,留置针类、常规类
中航富士达科技股份有限公司,西安市,6.03亿,1.08亿,2020-07-27,通信系统设备制造,射频同轴连接器、电缆组件、微波元器件
众信易诚保险代理股份有限公司,济南市,--,--,2016-01-15,保险经纪与代理服务,保险产品
北京华志信科技股份有限公司,北京市,3314.98万,49.67万,2016-01-19,软件开发,软件开发、系统服务
江苏大美健康科技股份有限公司,南京市,--,--,2016-02-19,妇幼保健院（所、站）,孕婴童健康服务
华邦特西诺采新材料股份有限公司,衢州市,3.52亿,102.79万,2016-01-29,机制纸及纸板制造,印刷纸销售、素色纸销售
万源生态股份有限公司,台州市,4.35亿,3017.02万,2016-01-22,其他土木工程建筑,园林建设、苗木销售
宁夏法塞特葡萄酒庄股份有限公司,银川市,949.69万,-801.80万,2016-02-15,葡萄酒制造,葡萄酒
鸿宝科技股份有限公司,中山市,1.05亿,38.27万,2016-01-21,照明灯具制造,道路照明、景观亮化
无锡佳健医疗器械股份有限公司,无锡市,1.05亿,416.86万,2016-02-01,医疗诊断、监护及治疗设备制造,针灸针、电极片、电子产品
江苏明天种业科技股份有限公司,南京市,--,--,2016-01-19,小麦种植,水稻、小麦、玉米、其他
